02-2023
-10,42;BYN;07.04.2022
-0,50;BYN;05.04.2022
-5,60;BYN;05.04.2022
-75,66;BYN;05.04.2022
-20,00;BYN;05.04.2022
-4,45;BYN;05.04.2022
-101,00;BYN;05.04.2022
-80,00;BYN;05.04.2022
-7,60;BYN;05.04.2022
-38,86;BYN;05.04.2022
-38,88;BYN;05.04.2022
-18,00;BYN;05.04.2022
-87,73;BYN;04.04.2022
-113,58;BYN;04.04.2022
-38,84;BYN;04.04.2022
-14,97;BYN;04.04.2022
-9,40;BYN;04.04.2022
-45,32;BYN;04.04.2022
-7,72;BYN;04.04.2022
-154,31;BYN;04.04.2022
-35,12;BYN;04.04.2022
-46,20;BYN;04.04.2022
-9,80;BYN;04.04.2022
-16,30;BYN;04.04.2022
-89,86;BYN;04.04.2022
-32,96;BYN;04.04.2022
-1305,83;BYN;04.04.2022
-5,00;BYN;04.04.2022
-8,00;BYN;04.04.2022
-43,56;BYN;04.04.2022
-6,20;BYN;01.04.2022
-6,60;BYN;01.04.2022
03-2022
-78,00;BYN;31.03.2022
0,01;BYN;31.03.2022
-33,69;BYN;31.03.2022
-0,40;BYN;30.03.2022
-4,70;BYN;30.03.2022
-37,80;BYN;30.03.2022
-4,90;BYN;30.03.2022
-37,13;BYN;30.03.2022
-111,60;BYN;29.03.2022
-100,00;BYN;29.03.2022
-49,69;BYN;29.03.2022
-185,14;BYN;29.03.2022
-35,67;BYN;29.03.2022
-22,00;BYN;29.03.2022
-37,66;BYN;29.03.2022
-70,24;BYN;29.03.2022
-3,38;BYN;29.03.2022
-56,80;BYN;28.03.2022
-1375,00;BYN;28.03.2022
-37,36;BYN;28.03.2022
-7,50;BYN;28.03.2022
-5,00;BYN;28.03.2022
-0,50;BYN;28.03.2022
-350,00;BYN;28.03.2022
-5,49;BYN;28.03.2022
-25,00;BYN;28.03.2022
-47,58;BYN;28.03.2022
-9,20;BYN;28.03.2022
-28,00;BYN;25.03.2022
7958,01;BYN;25.03.2022
-6,70;BYN;25.03.2022
-35,98;BYN;24.03.2022
-196,55;BYN;24.03.2022
-69,24;BYN;23.03.2022
-28,84;BYN;23.03.2022
-10,00;BYN;23.03.2022
-58,35;BYN;23.03.2022
-5,60;BYN;23.03.2022
-5,30;BYN;23.03.2022
-21,34;BYN;23.03.2022
-6,00;BYN;22.03.2022
-6,00;BYN;22.03.2022
-24,82;BYN;22.03.2022
-36,12;BYN;22.03.2022
-25,81;BYN;22.03.2022
-7,47;BYN;22.03.2022
-37,46;BYN;21.03.2022
-43,56;BYN;21.03.2022
-4,70;BYN;21.03.2022
-0,50;BYN;21.03.2022
-6,60;BYN;21.03.2022
-6,20;BYN;21.03.2022
50,55;BYN;21.03.2022
